,line,filename,entity,len,lineNo,blank,email,url,phone,sigdelimiter,special,words,header,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,num90,num50,num10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,nSigBlocks,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioFromEnd,posRatioNB,lenRatio,lenRatioMax,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
484,,13_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,9,38.0,0,198,4,5,2,1,3,0,0,1,1,0.6666666666666666,0.3333333333333333,1.2,0.0,0.0,1,0,1,1
485,"Thanks,",13_body,signature,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,1,9,38.0,0,198,4,5,2,1,2,0,0,1,1,0.7777777777777778,0.2222222222222222,1.4,0.18421052631578946,0.03535353535353535,1,0,1,1
486,,13_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,9,38.0,0,198,4,5,2,1,1,0,1,1,1,0.8888888888888888,0.1111111111111111,1.6,0.0,0.0,1,0,1,1
487,Cara Freeland,13_body,signature,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,1,9,38.0,0,198,4,5,2,1,0,1,0,1,1,1.0,0.0,1.8,0.34210526315789475,0.06565656565656566,1,0,1,1
488,"Barry,",140_body,no_entity,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,1,11,30.0,0,75,4,7,1,1,10,0,0,0,1,0.09090909090909091,0.9090909090909091,0.14285714285714285,0.2,0.08,1,0,1,1
489,,140_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,30.0,0,75,4,7,1,1,9,0,0,0,1,0.18181818181818182,0.8181818181818182,0.2857142857142857,0.0,0.0,1,0,1,1
490,How are you? Just want to say hi. It must be a very hectic week and,140_body,no_entity,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,0,11,30.0,0,75,4,7,1,1,8,0,0,0,1,0.2727272727272727,0.7272727272727273,0.42857142857142855,2.2333333333333334,0.8933333333333333,0,1,0,0
491,stressful. With the talents of people at Enron such as yourself being the,140_body,no_entity,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,0,1,0,0,0,0,0,0,11,30.0,0,75,4,7,1,1,7,0,0,0,1,0.36363636363636365,0.6363636363636364,0.5714285714285714,2.433333333333333,0.9733333333333334,0,1,0,0
492,"major asset of the company, the industry recognizes that fact. I am sure",140_body,no_entity,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,0,1,0,0,0,0,0,0,11,30.0,0,75,4,7,1,1,6,0,0,0,1,0.45454545454545453,0.5454545454545454,0.7142857142857143,2.4,0.96,0,1,0,0
493,"that you will do well. In the mean time, hold tight, pray, and have faith. ",140_body,no_entity,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,0,1,0,0,0,0,0,0,11,30.0,0,75,4,7,1,1,5,0,0,0,1,0.5454545454545454,0.45454545454545453,0.8571428571428571,2.5,1.0,0,1,0,0
494,,140_body,no_entity,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,30.0,0,75,4,7,1,1,4,0,0,1,1,0.6363636363636364,0.36363636363636365,1.0,0.0,0.0,1,0,1,1
495,Keep in touch.,140_body,no_entity,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,0,0,0,0,11,30.0,0,75,4,7,1,1,3,0,0,1,1,0.7272727272727273,0.2727272727272727,1.1428571428571428,0.4666666666666667,0.18666666666666668,1,0,1,1
496,,140_body,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,30.0,0,75,4,7,1,1,2,0,0,1,1,0.8181818181818182,0.18181818181818182,1.2857142857142858,0.0,0.0,1,0,1,1
497,,140_body,no_entity,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,30.0,0,75,4,7,1,1,1,0,1,1,1,0.9090909090909091,0.09090909090909091,1.4285714285714286,0.0,0.0,1,0,1,1
498,Joseph Cheung,140_body,signature,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,0,0,0,0,0,0,1,11,30.0,0,75,4,7,1,1,0,1,0,1,1,1.0,0.0,1.5714285714285714,0.43333333333333335,0.17333333333333334,1,0,1,1
499,"Barry,",141_body,no_entity,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,1,4,26.0,0,90,1,3,1,1,3,0,0,1,1,0.25,0.75,0.3333333333333333,0.23076923076923078,0.06666666666666667,1,0,1,1
500,Call Melissa Murphy X.31886 ...she is my lead on Power and can create the confirm for you.,141_body,no_entity,90,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,4,26.0,0,90,1,3,1,1,2,0,0,1,1,0.5,0.5,0.6666666666666666,3.4615384615384617,1.0,0,1,0,0
501,,141_body,no_entity,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,4,26.0,0,90,1,3,1,1,1,0,1,1,1,0.75,0.25,1.0,0.0,0.0,1,0,1,1
502,Kim,141_body,signature,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,0,0,0,1,4,26.0,0,90,1,3,1,1,0,1,0,1,1,1.0,0.0,1.3333333333333333,0.11538461538461539,0.03333333333333333,1,0,1,1
503,Just checking in... I know you are swamped but I am worried.  Are you ok?,142_body,no_entity,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,1,0,0,0,0,0,0,3,31.0,0,73,1,2,0,0,2,0,0,1,1,0.3333333333333333,0.6666666666666666,0.5,2.3548387096774195,1.0,0,1,0,0
504,,142_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,3,31.0,0,73,1,2,0,0,1,0,1,1,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1,0,1,1
505,Anything I can do?,142_body,no_entity,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,3,31.0,0,73,1,2,0,0,0,1,0,1,1,1.0,0.0,1.5,0.5806451612903226,0.2465753424657534,1,0,1,0
506,I left a message for either one of you to call.  I need to see you today.,143_body,no_entity,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,2,67.0,60,73,0,2,0,0,1,0,1,1,1,0.5,0.5,0.5,1.0895522388059702,1.0,0,1,0,0
507,Early as possible.  Shouldn't take any more than 10 minutes.,143_body,no_entity,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,0,0,2,67.0,60,73,0,2,0,0,0,1,0,1,1,1.0,0.0,1.0,0.8955223880597015,0.821917808219178,1,0,0,0
508,One Last time.  I think this is correct.,144_body,no_entity,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,1,0,0,0,0,0,0,1,40.0,40,40,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
509,Please disregard the first email. I made one slight change.,145_body,no_entity,59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,1,59.0,59,59,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
510,Attached is the review performed so far on the gas contract list you forwarded.  I only reviewed the physical master from Barry's list.  The attached also included some contracts that Frank asked for review.  I will have more updates tomorrow.,146_body,no_entity,243,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,1,243.0,243,243,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
511,Call Kim,147_body,no_entity,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,1,1,8.0,8,8,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
512,I was able to create a director for the NewCo Transition files in:,148_body,no_entity,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,3,35.0,0,66,1,2,0,0,2,0,0,1,1,0.3333333333333333,0.6666666666666666,0.5,1.8857142857142857,1.0,0,1,0,0
513,,148_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,3,35.0,0,66,1,2,0,0,1,0,1,1,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1,0,1,1
514,O:\gas_trad\west gas orig\NewCo Files,148_body,no_entity,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,1,0,0,0,0,0,0,3,35.0,0,66,1,2,0,0,0,1,0,1,1,1.0,0.0,1.5,1.0571428571428572,0.5606060606060606,0,1,0,0
515,"I will be out of the office until Wednesday. January 2, 2002. Please call Kim Ward at 713-853-0685 if you need immediate assistance.",149_body,no_entity,132,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,1,0,1,132.0,132,132,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
516,Start Date: 2/6/02; HourAhead hour: 19;  No ancillary schedules awarded.  No variances detected. ,14_body,no_entity,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,19,0,0,0,0,0.05,0.95,0.0625,3.4642857142857144,1.0,0,1,0,0
517,,14_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,28.0,0,97,4,16,0,0,18,0,0,0,0,0.1,0.9,0.125,0.0,0.0,1,0,1,1
518,    LOG MESSAGES:,14_body,no_entity,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,17,0,0,0,0,0.15,0.85,0.1875,0.6071428571428571,0.17525773195876287,1,0,1,0
519,,14_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,28.0,0,97,4,16,0,0,16,0,0,0,0,0.2,0.8,0.25,0.0,0.0,1,0,1,1
520,PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2002020619.txt,14_body,no_entity,95,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,1,0,20,28.0,0,97,4,16,0,0,15,0,0,0,0,0.25,0.75,0.3125,3.392857142857143,0.979381443298969,0,1,0,0
521,!!!General SQL error.,14_body,no_entity,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,!,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,14,0,0,0,0,0.3,0.7,0.375,0.75,0.21649484536082475,1,0,1,0
522,Couldn't update; currently locked by user 'Admin' on machine 'NAHOU-TRDTS5'.,14_body,no_entity,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,13,0,0,0,0,0.35,0.65,0.4375,2.7142857142857144,0.7835051546391752,0,1,0,0
523,Table,14_body,no_entity,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,0,0,0,0,0,0,1,20,28.0,0,97,4,16,0,0,12,0,0,0,0,0.4,0.6,0.5,0.17857142857142858,0.05154639175257732,1,0,1,1
524,,14_body,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,28.0,0,97,4,16,0,0,11,0,0,0,0,0.45,0.55,0.5625,0.0,0.0,1,0,1,1
525,---- Energy Import/Export Schedule ----,14_body,no_entity,39,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-,0,0,1,0,0,0,0,0,1,20,28.0,0,97,4,16,0,0,10,0,0,0,1,0.5,0.5,0.625,1.3928571428571428,0.4020618556701031,0,1,0,0
526,*** Final schedule not found for preferred schedule.,14_body,no_entity,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,9,0,0,0,1,0.55,0.45,0.6875,1.8571428571428572,0.5360824742268041,0,1,0,0
527,     Details:,14_body,no_entity,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,1,20,28.0,0,97,4,16,0,0,8,0,0,0,1,0.6,0.4,0.75,0.4642857142857143,0.13402061855670103,1,0,1,1
528,,14_body,no_entity,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,20,28.0,0,97,4,16,0,0,7,0,0,0,1,0.65,0.35,0.8125,0.0,0.0,1,0,1,1
529,  TRANS_TYPE: FINAL,14_body,no_entity,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,6,0,0,0,1,0.7,0.3,0.875,0.6785714285714286,0.1958762886597938,1,0,1,0
530,  SC_ID: ECTstNW,14_body,no_entity,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,5,0,0,0,1,0.75,0.25,0.9375,0.5714285714285714,0.16494845360824742,1,0,1,0
531,  MKT_TYPE: 2,14_body,no_entity,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,4,0,0,1,1,0.8,0.2,1.0,0.4642857142857143,0.13402061855670103,1,0,1,1
532,  TRANS_DATE: 2/6/02,14_body,no_entity,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0,1,0,20,28.0,0,97,4,16,0,0,3,0,0,1,1,0.85,0.15,1.0625,0.7142857142857143,0.20618556701030927,1,0,1,0
533,  TIE_POINT: MALIN_5_RNDMTN,14_body,no_entity,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,2,0,0,1,1,0.9,0.1,1.125,0.9642857142857143,0.27835051546391754,1,0,0,0
534,  INTERCHG_ID: ENRJ_CISO_3000,14_body,no_entity,29,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,1,0,20,28.0,0,97,4,16,0,0,1,0,1,1,1,0.95,0.05,1.1875,1.0357142857142858,0.29896907216494845,0,1,0,0
535,  ENGY_TYPE: FIRM,14_body,no_entity,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,20,28.0,0,97,4,16,0,0,0,1,0,1,1,1.0,0.0,1.25,0.6071428571428571,0.17525773195876287,1,0,1,0
536,"Kim, can you call me upon receipt of this e-mail.. I require a confirm to be raised as part of a complicated three way transaction. ",150_body,no_entity,132,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,K,0,0,1,0,0,0,0,0,0,3,56.0,0,132,1,2,1,1,2,0,0,1,1,0.3333333333333333,0.6666666666666666,0.5,2.357142857142857,1.0,0,1,0,0
537,,150_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,3,56.0,0,132,1,2,1,1,1,0,1,1,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1,0,1,1
538,Barry Tycholiz - 713-853-1587. ,150_body,signature,31,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,1,1,3,56.0,0,132,1,2,1,1,0,1,0,1,1,1.0,0.0,1.5,0.5535714285714286,0.23484848484848486,1,0,1,0
539,"Barry,",151_body,no_entity,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,0,1,4,26.0,0,90,1,3,1,1,3,0,0,1,1,0.25,0.75,0.3333333333333333,0.23076923076923078,0.06666666666666667,1,0,1,1
540,Call Melissa Murphy X.31886 ...she is my lead on Power and can create the confirm for you.,151_body,no_entity,90,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,4,26.0,0,90,1,3,1,1,2,0,0,1,1,0.5,0.5,0.6666666666666666,3.4615384615384617,1.0,0,1,0,0
541,,151_body,no_entity,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,4,26.0,0,90,1,3,1,1,1,0,1,1,1,0.75,0.25,1.0,0.0,0.0,1,0,1,1
542,Kim,151_body,signature,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K,0,0,0,0,0,0,0,0,1,4,26.0,0,90,1,3,1,1,0,1,0,1,1,1.0,0.0,1.3333333333333333,0.11538461538461539,0.03333333333333333,1,0,1,1
543,"Mark and Scott,",152_body,no_entity,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,0,0,16,24.0,0,63,4,12,9,2,15,0,0,0,0,0.0625,0.9375,0.08333333333333333,0.625,0.23809523809523808,1,0,1,0
544,,152_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,24.0,0,63,4,12,9,2,14,0,0,0,0,0.125,0.875,0.16666666666666666,0.0,0.0,1,0,1,1
545,Attached is a letter that covers the inventory transfer.,152_body,no_entity,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,1,0,0,0,0,0,0,16,24.0,0,63,4,12,9,2,13,0,0,0,0,0.1875,0.8125,0.25,2.3333333333333335,0.8888888888888888,0,1,0,0
546,,152_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,24.0,0,63,4,12,9,2,12,0,0,0,0,0.25,0.75,0.3333333333333333,0.0,0.0,1,0,1,1
547,If it's a go please revise as necessary sign and fax.,152_body,no_entity,53,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,16,24.0,0,63,4,12,9,2,11,0,0,0,0,0.3125,0.6875,0.4166666666666667,2.2083333333333335,0.8412698412698413,0,1,0,0
548,,152_body,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,24.0,0,63,4,12,9,2,10,0,0,0,1,0.375,0.625,0.5,0.0,0.0,1,0,1,1
549,Thanks.,152_body,signature,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,1,16,24.0,0,63,4,12,9,2,9,0,0,0,1,0.4375,0.5625,0.5833333333333334,0.2916666666666667,0.1111111111111111,1,0,1,1
550,,152_body,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,16,24.0,0,63,4,12,9,2,8,0,0,0,1,0.5,0.5,0.6666666666666666,0.0,0.0,1,0,1,1
551,Jim Griffin,152_body,signature,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,0,0,0,0,0,0,1,16,24.0,0,63,4,12,9,2,7,0,0,0,1,0.5625,0.4375,0.75,0.4583333333333333,0.1746031746031746,1,0,1,1
552,"Manager, Gas Transmission Marketing",152_body,signature,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,0,1,16,24.0,0,63,4,12,9,2,6,0,0,0,1,0.625,0.375,0.8333333333333334,1.4583333333333333,0.5555555555555556,0,1,0,0
553,Montana Power Company,152_body,signature,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,0,1,16,24.0,0,63,4,12,9,2,5,0,0,0,1,0.6875,0.3125,0.9166666666666666,0.875,0.3333333333333333,1,0,0,0
554,40 East Broadway,152_body,signature,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,16,24.0,0,63,4,12,9,2,4,0,0,1,1,0.75,0.25,1.0,0.6666666666666666,0.25396825396825395,1,0,1,0
555,"Butte, MT  59701",152_body,signature,16,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,1,0,16,24.0,0,63,4,12,9,2,3,0,0,1,1,0.8125,0.1875,1.0833333333333333,0.6666666666666666,0.25396825396825395,1,0,1,0
556,Phone:  406-497-2806,152_body,signature,20,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,1,1,1,16,24.0,0,63,4,12,9,2,2,0,0,1,1,0.875,0.125,1.1666666666666667,0.8333333333333334,0.31746031746031744,1,0,0,0
557,Fax:      406-497-2054,152_body,signature,22,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,1,1,16,24.0,0,63,4,12,9,2,1,0,1,1,1,0.9375,0.0625,1.25,0.9166666666666666,0.3492063492063492,1,0,0,0
558,Email: jgriffin@mtpower.com <mailto:jgriffin@mtpower.com> ,152_body,signature,58,16,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,0,0,16,24.0,0,63,4,12,9,2,0,1,0,1,1,1.0,0.0,1.3333333333333333,2.4166666666666665,0.9206349206349206,0,1,0,0
559,"This may be too early, but just in case....I will save the good-byes until they become absolutely necessary.",153_body,no_entity,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,0,0,8,45.0,0,157,2,6,4,1,7,0,0,0,1,0.125,0.875,0.16666666666666666,2.4,0.6878980891719745,0,1,0,0
560,,153_body,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,8,45.0,0,157,2,6,4,1,6,0,0,0,1,0.25,0.75,0.3333333333333333,0.0,0.0,1,0,1,1
561,"Could I have your outside e-mails and possibly your phone #'s?  If you feel uncomfortable giving these to me, that is o.k.  The following is my information. ",153_body,no_entity,157,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,0,8,45.0,0,157,2,6,4,1,5,0,0,0,1,0.375,0.625,0.5,3.488888888888889,1.0,0,1,0,0
562,,153_body,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,8,45.0,0,157,2,6,4,1,4,0,0,1,1,0.5,0.5,0.6666666666666666,0.0,0.0,1,0,1,1
563,Carole C. Frank,153_body,signature,15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C,0,0,1,0,0,0,0,0,1,8,45.0,0,157,2,6,4,1,3,0,0,1,1,0.625,0.375,0.8333333333333334,0.3333333333333333,0.09554140127388536,1,0,1,1
564,carole_frank@excite.com,153_body,signature,23,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,1,0,0,0,0,0,0,8,45.0,0,157,2,6,4,1,2,0,0,1,1,0.75,0.25,1.0,0.5111111111111111,0.1464968152866242,1,0,1,0
565,713.446.9307 cell,153_body,signature,17,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,8,45.0,0,157,2,6,4,1,1,0,1,1,1,0.875,0.125,1.1666666666666667,0.37777777777777777,0.10828025477707007,1,0,1,1
566,713-467-3860 home,153_body,signature,17,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,8,45.0,0,157,2,6,4,1,0,1,0,1,1,1.0,0.0,1.3333333333333333,0.37777777777777777,0.10828025477707007,1,0,1,1
567,Please find attached a draft agreement for the purchase of EPMI's position,154_body,no_entity,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,4,27.0,0,74,1,3,1,1,3,0,0,1,1,0.25,0.75,0.3333333333333333,2.740740740740741,1.0,0,1,0,0
568,with Santa Clara. ,154_body,no_entity,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w,0,0,1,0,0,0,0,0,0,4,27.0,0,74,1,3,1,1,2,0,0,1,1,0.5,0.5,0.6666666666666666,0.6666666666666666,0.24324324324324326,1,0,1,0
569,,154_body,no_entity,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,4,27.0,0,74,1,3,1,1,1,0,1,1,1,0.75,0.25,1.0,0.0,0.0,1,0,1,1
570,Peter Meier,154_body,signature,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,1,4,27.0,0,74,1,3,1,1,0,1,0,1,1,1.0,0.0,1.3333333333333333,0.4074074074074074,0.14864864864864866,1,0,1,1
571,Hi.,155_body,no_entity,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,H,0,0,1,0,0,0,0,0,1,5,34.0,3,75,0,5,1,1,4,0,0,1,1,0.2,0.8,0.2,0.08823529411764706,0.04,1,0,1,1
572,Just thought I'd see how you were holding up in light of the circumstances.,155_body,no_entity,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,1,0,0,0,0,0,0,5,34.0,3,75,0,5,1,1,3,0,0,1,1,0.4,0.6,0.4,2.2058823529411766,1.0,0,1,0,0
573,Planning on coming back to the great white north for Xmas?,155_body,no_entity,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,5,34.0,3,75,0,5,1,1,2,0,0,1,1,0.6,0.4,0.6,1.7058823529411764,0.7733333333333333,0,1,0,0
574,Give us a call sometime.,155_body,no_entity,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,1,0,0,0,0,0,0,5,34.0,3,75,0,5,1,1,1,0,1,1,1,0.8,0.2,0.8,0.7058823529411765,0.32,1,0,1,0
